Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball Control,Composure,Crossing,Curve,Dribbling,FK Accuracy,Finishing,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Heading Accuracy,Interceptions,Jumping,Long Passing,Long Shots,Marking,Penalties,Positioning,Reactions,Short Passing,Shot Power,Sliding Tackle,Sprint Speed,Stamina,Standing Tackle,Strength,Vision,Volleys
A. Aguerre,26,https://cdn.sofifa.org/sm/18/players/215123.png,Argentina,https://cdn.sofifa.org/flags/52.png,69,73,Vélez Sarsfield,https://cdn.sofifa.org/xs/18/teams/101088.png,950000.0,7000.0,1141,49,23,45,57,19,50,14,18,17,18,20,67,70,60,68,69,17,19,61,21,14,14,22,11,70,25,18,12,43,34,19,62,49,16
L. Steele,32,https://cdn.sofifa.org/sm/18/players/18771.png,England,https://cdn.sofifa.org/flags/14.png,69,69,Bristol City,https://cdn.sofifa.org/xs/18/teams/1919.png,600000.0,18000.0,1226,50,37,65,58,21,55,12,19,14,18,19,70,66,63,66,72,19,22,70,28,19,20,27,18,68,24,24,11,51,38,19,55,43,20
A. Castro,22,https://cdn.sofifa.org/sm/18/players/228179.png,Argentina,https://cdn.sofifa.org/flags/52.png,69,78,San Lorenzo de Almagro,https://cdn.sofifa.org/xs/18/teams/1013.png,1600000.0,11000.0,1886,78,44,78,73,68,66,63,59,72,58,66,8,14,16,7,13,67,74,70,65,76,58,53,68,65,67,63,52,77,70,63,65,66,50
D. Bernhardt,31,https://cdn.sofifa.org/sm/18/players/189267.png,Germany,https://cdn.sofifa.org/flags/21.png,69,69,VfR Aalen,https://cdn.sofifa.org/xs/18/teams/550.png,650000.0,1000.0,1038,38,29,31,30,32,28,9,17,12,19,10,68,69,67,68,73,13,11,46,22,7,9,20,10,60,29,29,15,42,19,17,71,34,12
A. Sánchez,30,https://cdn.sofifa.org/sm/18/players/213588.png,Argentina,https://cdn.sofifa.org/flags/52.png,69,69,Atlético Tucumán,https://cdn.sofifa.org/xs/18/teams/111708.png,675000.0,5000.0,1016,23,13,23,48,20,23,20,13,20,14,18,67,64,69,67,74,17,10,33,22,14,20,25,10,68,24,23,14,20,18,15,68,43,19
Paulo Fajarda,25,https://cdn.sofifa.org/sm/18/players/230228.png,Brazil,https://cdn.sofifa.org/flags/54.png,69,69,Avaí Futebol Clube,https://cdn.sofifa.org/xs/18/teams/111976.png,925000.0,9000.0,1531,65,77,63,57,51,66,52,35,20,46,25,17,12,12,16,11,62,75,73,48,27,71,45,21,70,47,60,69,42,54,70,70,46,22
B. Nouri,30,https://cdn.sofifa.org/sm/18/players/176724.png,Iraq,https://cdn.sofifa.org/flags/162.png,69,69,Östersunds FK,https://cdn.sofifa.org/xs/18/teams/113173.png,975000.0,4000.0,1757,51,66,75,82,74,76,57,68,67,57,45,10,10,12,14,7,41,67,56,69,53,52,77,52,78,72,49,55,41,68,56,55,73,48
D. Høegh,26,https://cdn.sofifa.org/sm/18/players/201301.png,Denmark,https://cdn.sofifa.org/flags/13.png,69,70,SC Heerenveen,https://cdn.sofifa.org/xs/18/teams/1913.png,1000000.0,6000.0,1543,56,64,54,71,60,61,23,30,47,28,31,8,13,14,7,11,75,65,64,65,46,68,34,27,62,60,58,69,45,70,70,77,38,33
Reginaldo,33,https://cdn.sofifa.org/sm/18/players/149077.png,Brazil,https://cdn.sofifa.org/flags/54.png,69,69,Vercelli,https://cdn.sofifa.org/xs/18/teams/112398.png,650000.0,3000.0,1884,74,70,80,83,72,72,67,67,74,57,67,15,13,12,7,9,49,49,67,57,72,39,67,70,69,71,72,47,71,62,50,69,65,71
L. Ajorque,23,https://cdn.sofifa.org/sm/18/players/219733.png,France,https://cdn.sofifa.org/flags/18.png,69,74,Clermont Foot 63,https://cdn.sofifa.org/xs/18/teams/1815.png,1400000.0,5000.0,1502,51,43,58,29,73,56,31,47,67,30,73,8,13,14,14,7,76,28,64,34,63,15,69,73,54,45,71,17,54,73,20,84,56,48
T. Hiariej,28,https://cdn.sofifa.org/sm/18/players/186453.png,Netherlands,https://cdn.sofifa.org/flags/34.png,69,69,Central Coast Mariners,https://cdn.sofifa.org/xs/18/teams/111396.png,850000.0,3000.0,1890,74,69,74,70,68,66,66,67,65,55,58,9,10,10,10,14,62,63,76,67,49,67,61,62,67,73,59,66,69,73,67,67,66,57
B. Mkhwanazi,27,https://cdn.sofifa.org/sm/18/players/220246.png,South Africa,https://cdn.sofifa.org/flags/140.png,69,71,,https://cdn.sofifa.org/flags/140.png,0.0,0.0,1550,69,61,54,66,41,66,43,24,39,32,24,15,9,14,11,16,66,61,73,68,22,74,44,20,62,59,53,71,67,72,78,75,35,32
Hélder Ferreira,20,https://cdn.sofifa.org/sm/18/players/239446.png,Portugal,https://cdn.sofifa.org/flags/38.png,69,77,Vitória Guimarães,https://cdn.sofifa.org/xs/18/teams/1887.png,1600000.0,5000.0,1693,76,45,68,68,70,65,72,68,70,41,66,6,15,8,15,10,45,20,67,65,72,24,62,67,62,67,74,35,75,62,26,56,64,52
T. Pellenard,23,https://cdn.sofifa.org/sm/18/players/221271.png,France,https://cdn.sofifa.org/flags/18.png,69,74,Girondins de Bordeaux,https://cdn.sofifa.org/xs/18/teams/59.png,1200000.0,18000.0,1691,65,63,58,62,67,61,69,54,65,39,32,10,9,12,9,14,63,70,71,59,38,71,42,52,66,67,39,68,63,73,70,69,49,33
Rafael Costa,26,https://cdn.sofifa.org/sm/18/players/223575.png,Brazil,https://cdn.sofifa.org/flags/54.png,69,70,Moreirense FC,https://cdn.sofifa.org/xs/18/teams/1900.png,1200000.0,5000.0,1800,61,49,62,54,72,63,66,68,73,70,56,8,15,12,12,13,46,34,51,70,75,45,70,66,73,74,76,52,55,69,49,68,70,66
Rubén Miño,28,https://cdn.sofifa.org/sm/18/players/194647.png,Spain,https://cdn.sofifa.org/flags/45.png,69,70,Albacete Balompié,https://cdn.sofifa.org/xs/18/teams/1854.png,850000.0,5000.0,1209,56,25,61,46,13,27,24,24,20,15,13,62,73,63,72,67,16,20,65,35,22,14,25,15,63,35,24,15,59,44,11,66,23,23
A. Vilches,25,https://cdn.sofifa.org/sm/18/players/224344.png,Chile,https://cdn.sofifa.org/flags/55.png,69,71,Universidad Católica,https://cdn.sofifa.org/xs/18/teams/110975.png,1300000.0,5000.0,1586,68,40,70,65,71,66,25,60,68,32,69,15,9,14,11,14,71,15,75,52,59,15,58,69,67,57,70,12,69,70,16,73,48,59
E. Zavaleta,24,https://cdn.sofifa.org/sm/18/players/202073.png,United States,https://cdn.sofifa.org/flags/95.png,69,72,Toronto FC,https://cdn.sofifa.org/xs/18/teams/111651.png,1100000.0,4000.0,1740,65,73,48,67,62,67,29,38,55,37,50,12,7,15,13,15,64,65,77,62,56,67,48,54,63,67,68,62,69,75,68,78,55,56
M. Pellizzer,28,https://cdn.sofifa.org/sm/18/players/204633.png,Italy,https://cdn.sofifa.org/flags/27.png,69,70,Virtus Entella,https://cdn.sofifa.org/xs/18/teams/112495.png,950000.0,2000.0,1475,75,70,71,74,59,66,11,11,27,18,13,6,13,9,9,8,64,66,92,53,49,70,19,12,58,54,57,69,75,73,71,72,22,25
Ripa,31,https://cdn.sofifa.org/sm/18/players/146521.png,Spain,https://cdn.sofifa.org/flags/45.png,69,69,CD Numancia,https://cdn.sofifa.org/xs/18/teams/477.png,700000.0,6000.0,1752,75,65,75,69,65,55,72,60,59,26,37,12,16,11,6,11,49,66,78,70,35,67,51,61,65,66,49,69,77,77,62,66,55,30
M. Cremonesi,29,https://cdn.sofifa.org/sm/18/players/216665.png,Italy,https://cdn.sofifa.org/flags/27.png,69,69,Virtus Entella,https://cdn.sofifa.org/xs/18/teams/112495.png,825000.0,9000.0,1427,55,62,34,62,56,61,24,28,45,29,23,6,7,14,9,13,68,64,75,61,48,71,26,11,63,59,54,72,38,60,75,70,11,34
Galán,31,https://cdn.sofifa.org/sm/18/players/193369.png,Spain,https://cdn.sofifa.org/flags/45.png,69,69,Rayo Vallecano,https://cdn.sofifa.org/xs/18/teams/480.png,700000.0,7000.0,1758,69,69,66,65,59,67,75,74,49,31,31,6,10,6,10,8,57,65,69,59,54,69,33,70,64,58,58,68,78,75,72,79,43,59
M. Hernández,34,https://cdn.sofifa.org/sm/18/players/157018.png,Mexico,https://cdn.sofifa.org/flags/83.png,69,69,Tiburones Rojos de Veracruz,https://cdn.sofifa.org/xs/18/teams/110145.png,425000.0,4000.0,1049,22,13,55,32,20,54,13,13,14,13,14,69,65,68,67,74,12,19,68,22,14,13,23,17,60,21,23,12,27,35,11,66,31,23
C. Martinez,24,https://cdn.sofifa.org/sm/18/players/229466.png,Paraguay,https://cdn.sofifa.org/flags/58.png,69,72,Santos Laguna,https://cdn.sofifa.org/xs/18/teams/110144.png,1300000.0,3000.0,1738,83,48,84,85,71,62,61,50,70,45,66,10,12,13,7,9,70,16,75,55,70,24,77,69,67,64,73,17,82,73,13,65,59,55
Sandro Maceira,25,https://cdn.sofifa.org/sm/18/players/230490.png,Brazil,https://cdn.sofifa.org/flags/54.png,69,69,Associação Chapecoense de Futebol,https://cdn.sofifa.org/xs/18/teams/112476.png,1100000.0,10000.0,1839,70,45,76,62,68,73,70,66,67,62,62,9,15,8,9,11,56,59,71,75,56,57,74,67,62,72,67,46,73,68,50,52,71,63
R. Ibarra,22,https://cdn.sofifa.org/sm/18/players/241498.png,Ecuador,https://cdn.sofifa.org/flags/57.png,69,73,,https://cdn.sofifa.org/flags/57.png,0.0,0.0,1758,82,41,83,73,64,64,71,61,67,59,64,12,7,9,8,14,62,26,60,66,55,40,68,62,56,70,65,34,88,79,32,71,55,54
Gaztañaga,26,https://cdn.sofifa.org/sm/18/players/200539.png,Spain,https://cdn.sofifa.org/flags/45.png,69,71,Gimnàstic de Tarragona,https://cdn.sofifa.org/xs/18/teams/15019.png,1100000.0,6000.0,1610,51,61,59,54,65,61,50,50,45,34,38,13,7,12,11,13,56,70,73,65,31,65,36,43,72,68,42,67,51,77,72,73,63,23
R. Holmes,30,https://cdn.sofifa.org/sm/18/players/199516.png,England,https://cdn.sofifa.org/flags/14.png,69,69,Sheffield United,https://cdn.sofifa.org/xs/18/teams/1794.png,1000000.0,25000.0,1747,80,45,77,83,66,53,66,72,72,72,62,15,15,16,10,11,46,31,69,53,65,22,63,61,64,63,58,19,82,81,23,63,66,56
R. Murawski,35,https://cdn.sofifa.org/sm/18/players/165724.png,Poland,https://cdn.sofifa.org/flags/37.png,69,69,Pogoń Szczecin,https://cdn.sofifa.org/xs/18/teams/110746.png,250000.0,3000.0,1828,53,71,60,74,70,73,65,65,68,66,60,10,7,13,7,12,55,73,56,65,64,57,42,65,74,70,67,66,56,59,67,57,75,59
J. Murillo,24,https://cdn.sofifa.org/sm/18/players/241500.png,Ecuador,https://cdn.sofifa.org/flags/57.png,69,72,Estudiantes de La Plata,https://cdn.sofifa.org/xs/18/teams/101083.png,1300000.0,9000.0,1738,73,42,71,80,68,55,59,61,74,60,63,15,9,6,13,10,60,25,66,64,53,41,62,66,56,67,62,40,76,77,28,66,69,56
G. Zigoni,26,https://cdn.sofifa.org/sm/18/players/191068.png,Italy,https://cdn.sofifa.org/flags/27.png,69,70,F.B.C. Unione Venezia,https://cdn.sofifa.org/xs/18/teams/205.png,1300000.0,48000.0,1621,64,48,62,49,70,65,40,48,68,41,70,7,7,14,7,7,72,30,76,35,53,26,64,71,60,59,71,34,68,65,42,79,51,63
J. Corona,26,https://cdn.sofifa.org/sm/18/players/198749.png,United States,https://cdn.sofifa.org/flags/95.png,69,70,Club América,https://cdn.sofifa.org/xs/18/teams/1879.png,1200000.0,13000.0,1915,74,57,77,78,71,65,64,71,71,64,63,9,7,7,14,16,67,65,67,68,66,58,61,69,68,71,72,51,73,68,57,60,68,63
L. Néry,26,https://cdn.sofifa.org/sm/18/players/200797.png,France,https://cdn.sofifa.org/flags/18.png,69,70,Valenciennes FC,https://cdn.sofifa.org/xs/18/teams/110456.png,1000000.0,4000.0,1796,73,63,66,72,66,62,66,58,61,51,43,15,11,6,7,9,63,69,74,63,57,66,55,26,66,66,61,66,70,76,66,74,65,46
W. Bruin,27,https://cdn.sofifa.org/sm/18/players/202077.png,United States,https://cdn.sofifa.org/flags/95.png,69,69,Seattle Sounders FC,https://cdn.sofifa.org/xs/18/teams/111144.png,1100000.0,6000.0,1693,61,74,60,55,65,69,45,65,60,52,68,10,7,12,10,10,70,31,74,49,64,33,57,71,67,60,73,21,72,70,22,85,57,63
J. Kosecki,26,https://cdn.sofifa.org/sm/18/players/204381.png,Poland,https://cdn.sofifa.org/flags/37.png,69,69,Śląsk Wrocław,https://cdn.sofifa.org/xs/18/teams/111092.png,1100000.0,5000.0,1743,93,71,92,95,71,76,59,65,75,46,63,10,8,15,8,15,52,33,71,43,58,22,60,73,60,60,61,25,91,71,32,27,56,62
V. Fayzulin,31,https://cdn.sofifa.org/sm/18/players/167005.png,Russia,https://cdn.sofifa.org/flags/40.png,69,69,Zenit St. Petersburg,https://cdn.sofifa.org/xs/18/teams/100769.png,700000.0,28000.0,1805,69,67,73,70,73,70,66,73,71,47,59,10,16,14,12,7,34,73,46,74,69,63,43,63,69,76,67,68,62,29,65,59,71,47
M. Maolida,18,https://cdn.sofifa.org/sm/18/players/234333.png,France,https://cdn.sofifa.org/flags/18.png,69,85,Olympique Lyonnais,https://cdn.sofifa.org/xs/18/teams/66.png,2200000.0,20000.0,1597,83,32,77,74,73,72,53,61,78,36,70,9,10,7,13,8,55,13,54,42,57,18,55,69,58,63,65,21,84,60,17,61,61,60
D. Gordon,32,https://cdn.sofifa.org/sm/18/players/182621.png,Jamaica,https://cdn.sofifa.org/flags/82.png,69,69,Karlsruher SC,https://cdn.sofifa.org/xs/18/teams/1832.png,600000.0,1000.0,1663,46,67,50,41,59,63,56,57,55,48,46,15,15,15,15,14,73,65,44,59,50,68,49,46,67,63,63,63,49,55,71,83,57,39
G. Maniatis,30,https://cdn.sofifa.org/sm/18/players/200542.png,Greece,https://cdn.sofifa.org/flags/22.png,69,69,Alanyaspor,https://cdn.sofifa.org/xs/18/teams/113142.png,775000.0,8000.0,1899,74,75,71,65,67,67,71,64,65,58,53,10,8,7,13,13,62,71,67,68,62,68,65,60,74,67,70,65,74,67,68,69,60,48
M. El Hamdaoui,32,https://cdn.sofifa.org/sm/18/players/138334.png,Morocco,https://cdn.sofifa.org/flags/129.png,69,69,FC Twente,https://cdn.sofifa.org/xs/18/teams/1908.png,850000.0,8000.0,1698,69,31,70,55,73,72,60,80,72,69,66,7,6,9,7,5,63,28,52,61,68,25,75,74,68,66,68,27,60,52,29,70,64,69
L. Murphy,27,https://cdn.sofifa.org/sm/18/players/189278.png,England,https://cdn.sofifa.org/flags/14.png,69,69,Burton Albion,https://cdn.sofifa.org/xs/18/teams/15015.png,1100000.0,20000.0,1848,64,77,56,64,67,66,66,68,65,61,59,6,14,16,8,15,42,66,50,69,72,56,62,56,65,72,70,68,64,79,72,69,63,47
P. Paye,27,https://cdn.sofifa.org/sm/18/players/210527.png,France,https://cdn.sofifa.org/flags/18.png,69,69,Bourg en Bresse Péronnas 01,https://cdn.sofifa.org/xs/18/teams/110576.png,875000.0,4000.0,1692,82,70,74,75,64,62,40,33,45,42,31,11,11,10,13,13,46,69,63,63,33,72,47,50,69,67,55,66,84,82,72,62,44,34
G. Ndy Assembe,31,https://cdn.sofifa.org/sm/18/players/183391.png,Cameroon,https://cdn.sofifa.org/flags/103.png,69,69,AS Nancy Lorraine,https://cdn.sofifa.org/xs/18/teams/1823.png,650000.0,4000.0,1037,42,17,40,34,24,21,11,13,11,13,10,72,69,68,66,72,13,20,46,17,15,11,15,11,59,33,22,17,48,26,14,75,19,14
I. Ouali,29,https://cdn.sofifa.org/sm/18/players/184927.png,Algeria,https://cdn.sofifa.org/flags/97.png,69,69,KV Kortrijk,https://cdn.sofifa.org/xs/18/teams/100081.png,1000000.0,10000.0,1786,88,48,83,79,68,62,66,65,73,61,57,14,7,7,10,11,49,41,78,61,63,32,54,57,65,65,71,37,85,71,36,59,64,61
B. Holman,33,https://cdn.sofifa.org/sm/18/players/138336.png,Australia,https://cdn.sofifa.org/flags/195.png,69,69,Brisbane Roar,https://cdn.sofifa.org/xs/18/teams/111395.png,650000.0,5000.0,1892,67,78,66,71,69,62,69,60,67,61,65,13,7,9,15,15,63,60,68,61,72,44,66,71,71,68,73,48,69,72,53,68,69,64
K. Haggui,33,https://cdn.sofifa.org/sm/18/players/156256.png,Tunisia,https://cdn.sofifa.org/flags/145.png,69,69,FC St. Gallen,https://cdn.sofifa.org/xs/18/teams/898.png,425000.0,9000.0,1446,33,74,48,36,53,64,40,38,36,38,23,13,9,15,8,12,74,69,57,55,34,70,38,18,71,60,56,56,32,55,71,83,42,29
Cai Huikang,27,https://cdn.sofifa.org/sm/18/players/224608.png,China PR,https://cdn.sofifa.org/flags/155.png,69,69,,https://cdn.sofifa.org/flags/155.png,0.0,0.0,1634,50,77,60,68,65,60,41,38,54,40,34,14,6,8,7,6,54,68,60,62,36,64,46,39,72,67,59,66,57,80,72,85,45,34
R. Aït-Atmane,24,https://cdn.sofifa.org/sm/18/players/225120.png,Algeria,https://cdn.sofifa.org/flags/97.png,69,73,Waasland-Beveren,https://cdn.sofifa.org/xs/18/teams/110913.png,1200000.0,6000.0,1725,46,57,57,48,68,64,56,63,62,65,46,8,12,7,11,12,52,72,51,68,54,60,41,58,67,71,65,62,54,72,67,78,66,49
D. Pollet,28,https://cdn.sofifa.org/sm/18/players/183392.png,Belgium,https://cdn.sofifa.org/flags/7.png,69,69,Sporting Charleroi,https://cdn.sofifa.org/xs/18/teams/670.png,1100000.0,11000.0,1629,62,62,57,47,62,62,29,57,52,50,70,8,8,16,13,16,71,23,69,32,70,31,70,71,65,63,79,22,67,65,25,79,49,69
Sandro Manoel,28,https://cdn.sofifa.org/sm/18/players/188000.png,Brazil,https://cdn.sofifa.org/flags/54.png,69,69,Al Fateh,https://cdn.sofifa.org/xs/18/teams/112390.png,850000.0,13000.0,1861,74,74,72,62,65,64,70,69,59,77,43,13,8,13,8,13,54,68,71,60,63,65,55,31,69,69,72,63,68,81,71,76,63,42
A. Ömür,18,https://cdn.sofifa.org/sm/18/players/231777.png,Turkey,https://cdn.sofifa.org/flags/48.png,69,77,Trabzonspor,https://cdn.sofifa.org/xs/18/teams/436.png,1400000.0,10000.0,1750,77,40,81,90,69,63,66,72,72,70,60,11,12,13,11,10,50,35,53,62,64,44,55,63,61,69,68,35,77,63,40,34,66,57
C. Dielna,29,https://cdn.sofifa.org/sm/18/players/186721.png,France,https://cdn.sofifa.org/flags/18.png,69,69,New England Revolution,https://cdn.sofifa.org/xs/18/teams/691.png,825000.0,5000.0,1680,69,79,57,56,58,53,57,66,38,66,36,1,1,1,1,1,60,65,63,61,66,68,52,35,65,60,71,67,64,73,67,85,33,38
D. Zabala,25,https://cdn.sofifa.org/sm/18/players/232546.png,Uruguay,https://cdn.sofifa.org/flags/60.png,69,70,Unión de Santa Fe,https://cdn.sofifa.org/xs/18/teams/111716.png,1200000.0,8000.0,1753,70,25,77,75,74,55,68,62,72,57,70,11,15,8,11,14,62,30,65,68,62,40,62,62,45,70,69,40,69,62,39,69,70,60
S. Gleeson,28,https://cdn.sofifa.org/sm/18/players/170082.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,69,69,Ipswich Town,https://cdn.sofifa.org/xs/18/teams/94.png,850000.0,12000.0,1929,63,73,73,75,66,73,67,70,61,66,60,11,6,12,7,16,51,70,80,72,70,62,57,59,67,72,69,60,68,78,64,70,68,66
J. Arboleda,27,https://cdn.sofifa.org/sm/18/players/214371.png,Colombia,https://cdn.sofifa.org/flags/56.png,69,69,Deportes Tolima,https://cdn.sofifa.org/xs/18/teams/111722.png,875000.0,1000.0,1734,76,75,64,64,68,61,71,43,62,36,30,9,15,7,9,13,52,68,75,57,38,66,42,60,61,65,59,70,78,65,67,75,62,32
J. Hobbs,28,https://cdn.sofifa.org/sm/18/players/165219.png,England,https://cdn.sofifa.org/flags/14.png,69,69,Nottingham Forest,https://cdn.sofifa.org/xs/18/teams/14.png,850000.0,16000.0,1493,53,70,41,47,59,68,34,32,39,28,29,7,9,10,8,9,72,65,70,60,36,67,33,12,60,61,53,66,52,57,68,83,55,48
S. Yatabaré,28,https://cdn.sofifa.org/sm/18/players/192611.png,Mali,https://cdn.sofifa.org/flags/126.png,69,69,Royal Antwerp FC,https://cdn.sofifa.org/xs/18/teams/230.png,1000000.0,17000.0,1901,69,84,66,52,70,64,66,59,71,58,64,6,6,10,9,13,57,67,66,68,66,60,64,66,66,66,73,61,68,81,66,78,64,61
Borja Viguera,30,https://cdn.sofifa.org/sm/18/players/193891.png,Spain,https://cdn.sofifa.org/flags/45.png,69,69,Real Sporting de Gijón,https://cdn.sofifa.org/xs/18/teams/459.png,1000000.0,8000.0,1697,68,50,63,63,73,61,46,70,71,69,70,8,6,11,15,8,74,25,73,61,70,16,80,65,58,56,74,17,66,57,24,70,58,62
J. Lowe,25,https://cdn.sofifa.org/sm/18/players/200292.png,England,https://cdn.sofifa.org/flags/14.png,69,71,Birmingham City,https://cdn.sofifa.org/xs/18/teams/88.png,1100000.0,15000.0,1785,65,79,59,66,61,63,65,42,57,68,37,7,7,16,12,9,55,71,56,66,61,69,62,51,68,69,63,68,65,77,64,63,54,53
P. Weihrauch,23,https://cdn.sofifa.org/sm/18/players/210020.png,Germany,https://cdn.sofifa.org/flags/21.png,69,74,DSC Arminia Bielefeld,https://cdn.sofifa.org/xs/18/teams/159.png,1400000.0,5000.0,1752,78,49,77,70,73,69,59,60,76,48,59,14,10,10,13,7,56,42,63,54,62,46,55,65,67,70,67,38,76,60,50,57,59,62
M. Abero,27,https://cdn.sofifa.org/sm/18/players/210532.png,Uruguay,https://cdn.sofifa.org/flags/60.png,69,69,Club Atlético Tigre,https://cdn.sofifa.org/xs/18/teams/111715.png,875000.0,8000.0,1804,70,65,66,52,63,63,58,59,54,57,54,10,8,7,7,10,76,76,72,56,55,59,52,53,72,54,64,71,75,75,68,88,52,46
S. Piette,22,https://cdn.sofifa.org/sm/18/players/213092.png,Canada,https://cdn.sofifa.org/flags/70.png,69,74,Montreal Impact,https://cdn.sofifa.org/xs/18/teams/111139.png,1200000.0,4000.0,1830,71,84,71,91,62,69,48,61,55,55,43,15,10,10,7,9,58,65,84,65,51,66,49,41,66,70,70,68,69,87,69,73,55,32
A. Robic,31,https://cdn.sofifa.org/sm/18/players/176996.png,France,https://cdn.sofifa.org/flags/18.png,69,69,AS Nancy Lorraine,https://cdn.sofifa.org/xs/18/teams/1823.png,925000.0,6000.0,1732,70,59,68,59,71,66,64,53,70,72,63,8,7,6,9,14,50,62,50,58,56,33,58,73,73,70,62,25,67,81,37,65,72,47
P. Klandt,33,https://cdn.sofifa.org/sm/18/players/177508.png,Germany,https://cdn.sofifa.org/flags/21.png,69,69,SC Freiburg,https://cdn.sofifa.org/xs/18/teams/25.png,525000.0,11000.0,1067,42,26,53,44,20,44,12,15,14,15,12,69,68,64,67,70,14,9,75,24,15,9,21,7,66,27,20,11,40,26,12,62,28,10
E. Manu,23,https://cdn.sofifa.org/sm/18/players/201061.png,Ghana,https://cdn.sofifa.org/flags/117.png,69,73,Gençlerbirliği SK,https://cdn.sofifa.org/xs/18/teams/101025.png,1400000.0,11000.0,1759,90,74,79,80,70,67,61,65,72,52,68,6,9,14,9,10,59,22,67,44,70,22,52,62,66,58,77,23,91,71,26,77,46,67
Ruiz de Galarreta,23,https://cdn.sofifa.org/sm/18/players/205157.png,Spain,https://cdn.sofifa.org/flags/45.png,69,75,FC Barcelona B,https://cdn.sofifa.org/xs/18/teams/110704.png,1200000.0,4000.0,1783,63,70,74,78,70,62,53,49,65,45,52,12,6,13,7,12,51,62,47,73,59,62,47,55,65,78,58,68,65,64,71,57,72,60
M. Pereira Lage,20,https://cdn.sofifa.org/sm/18/players/233061.png,France,https://cdn.sofifa.org/flags/18.png,69,77,Clermont Foot 63,https://cdn.sofifa.org/xs/18/teams/1815.png,1600000.0,4000.0,1764,75,31,68,71,70,62,69,56,67,62,68,9,15,5,11,6,64,60,78,67,67,13,66,55,59,72,72,17,70,75,44,70,70,62
Mauro Júnior,18,https://cdn.sofifa.org/sm/18/players/241509.png,Brazil,https://cdn.sofifa.org/flags/54.png,69,83,PSV,https://cdn.sofifa.org/xs/18/teams/247.png,2200000.0,5000.0,1649,80,34,71,78,71,64,59,65,74,73,61,7,14,6,13,8,37,33,50,55,49,29,55,67,59,68,60,38,78,61,33,32,70,61
C. Solly,26,https://cdn.sofifa.org/sm/18/players/189541.png,England,https://cdn.sofifa.org/flags/14.png,69,70,Charlton Athletic,https://cdn.sofifa.org/xs/18/teams/89.png,1000000.0,8000.0,1751,76,73,73,82,66,62,68,40,65,30,36,15,16,13,15,13,60,66,90,65,43,71,38,47,61,57,27,70,72,74,71,71,51,36
B. Megyeri,27,https://cdn.sofifa.org/sm/18/players/199526.png,Hungary,https://cdn.sofifa.org/flags/23.png,69,71,SpVgg Greuther Fürth,https://cdn.sofifa.org/xs/18/teams/165.png,850000.0,6000.0,1099,32,25,47,48,13,29,15,12,11,16,12,66,65,69,72,74,12,10,70,18,11,15,24,12,61,26,23,14,42,31,12,71,56,14
Joelinton,20,https://cdn.sofifa.org/sm/18/players/223334.png,Brazil,https://cdn.sofifa.org/flags/54.png,69,76,SK Rapid Wien,https://cdn.sofifa.org/xs/18/teams/254.png,1500000.0,17000.0,1780,79,63,76,78,67,63,44,52,70,38,66,9,13,8,13,13,67,45,74,56,60,32,61,68,63,64,62,38,79,76,35,87,62,62
A. Zabolotnyy,26,https://cdn.sofifa.org/sm/18/players/194662.png,Russia,https://cdn.sofifa.org/flags/40.png,69,72,Zenit St. Petersburg,https://cdn.sofifa.org/xs/18/teams/100769.png,1300000.0,33000.0,1720,58,72,63,60,62,60,56,61,55,45,69,12,15,10,13,13,75,60,76,48,66,11,68,70,67,59,72,13,78,68,18,87,56,64
L. Cavallini,24,https://cdn.sofifa.org/sm/18/players/213095.png,Canada,https://cdn.sofifa.org/flags/70.png,69,74,Puebla,https://cdn.sofifa.org/xs/18/teams/110152.png,1400000.0,6000.0,1633,70,79,59,69,61,68,31,42,65,55,69,10,11,6,7,15,70,23,67,41,63,20,68,71,62,55,73,13,72,70,29,77,55,55
M. Jakobsen,31,https://cdn.sofifa.org/sm/18/players/162407.png,Denmark,https://cdn.sofifa.org/flags/13.png,69,69,Melbourne City,https://cdn.sofifa.org/xs/18/teams/112224.png,700000.0,7000.0,1724,57,70,57,50,58,65,63,37,62,59,31,6,11,10,10,9,65,66,80,58,56,65,60,46,64,66,75,62,64,71,67,85,45,39
B. Mansilla,20,https://cdn.sofifa.org/sm/18/players/228711.png,Argentina,https://cdn.sofifa.org/flags/52.png,69,84,Racing Club de Avellaneda,https://cdn.sofifa.org/xs/18/teams/101085.png,2300000.0,9000.0,1664,91,31,83,78,68,55,55,54,69,34,69,7,7,13,6,9,64,14,63,57,63,26,62,62,65,65,67,22,92,69,22,69,57,51
A. Ngamukol,29,https://cdn.sofifa.org/sm/18/players/210536.png,Equatorial Guinea,https://cdn.sofifa.org/flags/112.png,69,69,Stade de Reims,https://cdn.sofifa.org/xs/18/teams/379.png,1100000.0,7000.0,1678,90,32,83,80,65,62,63,47,68,40,72,14,7,6,13,10,64,35,73,39,56,24,66,70,65,57,66,23,91,71,26,62,48,52
